# Declare the NICMOS JHKKs standards catalog variables

     cskd-12 11.585  0.007  9.506  0.005  8.617  0.007  8.608  0.007    Red
    cskd-15a 10.879  0.010  9.286  0.007  8.625  0.010  8.617  0.011    Red
     cske-23 10.624  0.008  8.762  0.006  7.917  0.008  7.889  0.008    Red
     cskd-16 11.986  0.011  9.982  0.008  9.137  0.011  9.124  0.010    Red
     cskd-18  9.365  0.010  9.058  0.008  8.999  0.011  8.992  0.010    Red
     cskd-20  9.903  0.011  8.590  0.008  8.089  0.011  8.077  0.010    Red
     cskd-21 10.382  0.006  9.918  0.006  9.647  0.007  9.658  0.007    Red
     cskd-34 12.494  0.015 10.537  0.014  9.677  0.016  9.668  0.019    Red
     cskd-37 12.489  0.015 10.415  0.014  9.528  0.016  9.513  0.019    Red
     cskf-12  9.671  0.008  8.858  0.007  8.561  0.009  8.561  0.008    Red
    cskf-13a 10.631  0.010  9.861  0.009  9.486  0.011  9.506  0.011    Red
    cskf-14a 10.095  0.008  8.851  0.007  8.387  0.009  8.361  0.008    Red
  T868-53850 11.589  0.008 10.993  0.008 10.633  0.009 10.657  0.012    Red
 T868-110639 12.612  0.009 11.865  0.010 11.336  0.009 11.353  0.011    Red
        L134 11.408  0.009  9.627  0.010  8.875  0.011  8.898  0.013    Red
       OphN9 17.549  0.022 12.389  0.011  9.527  0.014  9.620  0.018    Red
        L547 11.872  0.010  9.831  0.011  8.888  0.014  8.870  0.016    Red
     BRI2202 11.652  0.010 11.083  0.009 10.721  0.013 10.736  0.011    Red
