     92_339 00:55:03  +00:44:11  15.579  0.449 -0.177  0.306  0.339  0.645  19   8  0.0087 0.0117 0.0126 0.0117 0.0197 0.0177
     92_342 00:55:10  +00:43:14  11.613  0.436 -0.042  0.266  0.270  0.538  48  34  0.0013 0.0012 0.0023 0.0013 0.0009 0.0016
     92_188 00:55:10  +00:23:12  14.751  1.050  0.751  0.679  0.573  1.254  14   6  0.0096 0.0187 0.0551 0.0051 0.0043 0.0088
     92_409 00:55:14  +00:56:07  10.627  1.138  1.136  0.734  0.625  1.361   5   3  0.0031 0.0027 0.0085 0.0022 0.0027 0.0018
     92_410 00:55:15  +01:01:49  14.984  0.398 -0.134  0.239  0.242  0.484  27  13  0.0058 0.0064 0.0083 0.0052 0.0102 0.0117
     92_412 00:55:16  +01:01:53  15.036  0.457 -0.152  0.285  0.304  0.589  27  13  0.0054 0.0077 0.0133 0.0069 0.0094 0.0106
     92_259 00:55:22  +00:40:30  14.997  0.642  0.108  0.370  0.452  0.821   3   1  0.0115 0.0219 0.0214 0.0191 0.0202 0.0150
     92_345 00:55:24  +00:51:07  15.216  0.745  0.121  0.465  0.476  0.941   2   1  0.0007 0.0014 0.0339 0.0057 0.0113 0.0057
     92_347 00:55:26  +00:50:49  15.752  0.543 -0.097  0.339  0.318  0.658   4   2  0.0255 0.0280 0.0355 0.0295 0.0755 0.0995
     92_260 00:55:29  +00:37:07  15.071  1.162  1.115  0.719  0.608  1.328   9   4  0.0090 0.0093 0.0477 0.0070 0.0057 0.0080
     92_348 00:55:30  +00:44:34  12.109  0.598  0.056  0.345  0.341  0.688   4   2  0.0010 0.0015 0.0035 0.0015 0.0005 0.0020
     92_417 00:55:32  +00:53:07  15.922  0.477 -0.185  0.351  0.305  0.657   6   3  0.0127 0.0188 0.0318 0.0151 0.0678 0.0625
     92_263 00:55:40  +00:36:18  11.782  1.048  0.843  0.563  0.522  1.087  52  35  0.0011 0.0014 0.0033 0.0010 0.0011 0.0015
     92_497 00:55:54  +01:11:42  13.642  0.729  0.257  0.404  0.378  0.783   1   1  0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     92_498 00:55:57  +01:10:40  14.408  1.010  0.794  0.648  0.531  1.181   1   1  0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     92_500 00:55:58  +01:10:24  15.841  1.003  0.211  0.738  0.599  1.338   1   1  0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     92_425 00:55:59  +00:52:58  13.941  1.191  1.173  0.755  0.627  1.384  36  19  0.0038 0.0067 0.0115 0.0023 0.0027 0.0038
     92_501 00:56:00  +01:10:52  12.958  0.610  0.068  0.345  0.331  0.677   1   1  0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     92_426 00:56:00  +00:52:53  14.466  0.729  0.184  0.412  0.396  0.809   8   4  0.0099 0.0131 0.0293 0.0078 0.0124 0.0120
     92_355 00:56:06  +00:50:47  14.965  1.164  1.201  0.759  0.645  1.406  15   7  0.0088 0.0124 0.0465 0.0070 0.0052 0.0090
     92_427 00:56:07  +01:00:18  14.953  0.809  0.352  0.462  2.922  3.275   2   1  0.0021 0.0085 0.0233 0.0014 0.0113 0.0092
     92_502 00:56:08  +01:04:24  11.812  0.486 -0.095  0.284  0.292  0.576   1   1  0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     92_430 00:56:16  +00:53:16  14.440  0.567 -0.040  0.338  0.338  0.676  35  18  0.0041 0.0052 0.0081 0.0029 0.0049 0.0051
     92_276 00:56:27  +00:41:53  12.036  0.629  0.067  0.368  0.357  0.726  21  11  0.0039 0.0022 0.0039 0.0031 0.0031 0.0052
     92_282 00:56:47  +00:38:29  12.969  0.318 -0.038  0.201  0.221  0.422  27  15  0.0031 0.0023 0.0044 0.0017 0.0023 0.0033
     92_508 00:56:51  +01:09:35  11.679  0.529 -0.047  0.318  0.320  0.639   3   2  0.0035 0.0046 0.0029 0.0058 0.0029 0.0029
     92_507 00:56:51  +01:05:58  11.332  0.932  0.688  0.507  0.461  0.969   3   2  0.0006 0.0046 0.0006 0.0012 0.0006 0.0012
     92_364 00:56:53  +00:44:02  11.673  0.607 -0.037  0.356  0.357  0.714   4   2  0.0015 0.0015 0.0085 0.0045 0.0010 0.0055
     92_433 00:56:54  +01:00:43  11.667  0.655  0.110  0.367  0.348  0.716   3   2  0.0006 0.0035 0.0115 0.0029 0.0017 0.0023
     92_288 00:57:17  +00:36:46  11.630  0.855  0.472  0.489  0.441  0.931  48  33  0.0014 0.0014 0.0022 0.0012 0.0009 0.0013
       F_11 01:04:22  +04:13:37  12.065 -0.240 -0.978 -0.120 -0.142 -0.261  63  47  0.0009 0.0011 0.0024 0.0011 0.0016 0.0021
       F_16 01:54:08  -06:42:54  12.406 -0.012  0.009 -0.003  0.002 -0.001  45  32  0.0013 0.0013 0.0027 0.0015 0.0018 0.0021
     93_407 01:54:37  +00:53:49  11.971  0.852  0.564  0.487  0.421  0.908   5   3  0.0027 0.0031 0.0134 0.0031 0.0036 0.0027
     93_317 01:54:38  +00:43:00  11.546  0.488 -0.055  0.293  0.298  0.592  37  28  0.0007 0.0008 0.0018 0.0007 0.0008 0.0008
     93_333 01:55:05  +00:45:44  12.011  0.832  0.436  0.469  0.422  0.892  38  28  0.0015 0.0018 0.0026 0.0010 0.0011 0.0016
     93_424 01:55:26  +00:56:43  11.620  1.083  0.943  0.554  0.502  1.058  40  29  0.0009 0.0014 0.0041 0.0008 0.0008 0.0008
      G3_33 02:00:09  +13:04:04  12.298  1.804  1.316  1.355  1.751  3.099  11   5  0.0030 0.0096 0.0145 0.0039 0.0045 0.0048
PG0220+132B 02:23:34  +13:28:07  14.216  0.937  0.319  0.562  0.496  1.058   3   2  0.0081 0.0375 0.0583 0.0058 0.0127 0.0069
 PG0220+132 02:23:38  +13:27:38  14.760 -0.132 -0.922 -0.050 -0.120 -0.170   5   3  0.0063 0.0112 0.0103 0.0098 0.0170 0.0264
PG0220+132A 02:23:39  +13:27:33  15.771  0.783 -0.339  0.514  0.481  0.995   3   2  0.0150 0.0699 0.0537 0.0110 0.0589 0.0479
       F_22 02:30:17  +05:15:51  12.799 -0.054 -0.806 -0.103 -0.105 -0.207  60  50  0.0014 0.0017 0.0030 0.0012 0.0028 0.0035
PG0231+051E 02:33:28  +05:19:44  13.804  0.677  0.201  0.390  0.369  0.757   3   2  0.0046 0.0040 0.0075 0.0035 0.0017 0.0023
PG0231+051D 02:33:33  +05:19:28  14.027  1.088  1.046  0.675  0.586  1.256   3   2  0.0029 0.0075 0.0312 0.0081 0.0064 0.0110
PG0231+051A 02:33:40  +05:17:38  12.772  0.710  0.270  0.405  0.394  0.799   7   4  0.0008 0.0015 0.0030 0.0011 0.0030 0.0030
PG0231+051C 02:33:41  +05:20:19  13.702  0.671  0.114  0.399  0.385  0.783   2   1  0.0014 0.0078 0.0148 0.0028 0.0064 0.0085
 PG0231+051 02:33:41  +05:18:40  16.105 -0.329 -1.192 -0.162 -0.371 -0.534   7   4  0.0068 0.0083 0.0045 0.0276 0.1066 0.1221
PG0231+051B 02:33:45  +05:17:30  14.735  1.448  1.342  0.954  0.998  1.951   7   4  0.0030 0.0072 0.0178 0.0034 0.0026 0.0057
       F_24 02:35:08  +03:43:57  12.411 -0.203 -1.169  0.090  0.364  0.451  76  65  0.0016 0.0011 0.0030 0.0015 0.0015 0.0021
     94_171 02:53:38  +00:17:19  12.659  0.817  0.304  0.480  0.483  0.964  18   9  0.0028 0.0035 0.0045 0.0035 0.0019 0.0038
     94_296 02:55:20  +00:28:14  12.255  0.750  0.235  0.415  0.387  0.803   2   1  0.0021 0.0014 0.0014 0.0021 0.0021 0.0000
     94_394 02:56:14  +00:35:10  12.273  0.545 -0.047  0.344  0.330  0.676   2   1  0.0028 0.0014 0.0014 0.0007 0.0014 0.0007
     94_401 02:56:31  +00:40:05  14.293  0.638  0.098  0.389  0.369  0.759   2   1  0.0014 0.0028 0.0120 0.0064 0.0035 0.0099
     94_242 02:57:21  +00:18:38  11.728  0.301  0.107  0.178  0.184  0.362  60  53  0.0012 0.0010 0.0022 0.0013 0.0010 0.0017
     94_251 02:57:46  +00:16:02  11.204  1.219  1.281  0.659  0.587  1.247  52  45  0.0010 0.0011 0.0033 0.0008 0.0007 0.0011
     94_702 02:58:13  +01:10:53  11.594  1.418  1.621  0.756  0.673  1.430  64  56  0.0010 0.0014 0.0046 0.0009 0.0009 0.0011
      GD_50 03:48:50  -00:58:33  14.063 -0.276 -1.191 -0.145 -0.180 -0.325  43  24  0.0032 0.0037 0.0056 0.0043 0.0076 0.0098
      95_15 03:52:40  -00:05:22  11.302  0.712  0.157  0.424  0.385  0.809   2   1  0.0007 0.0007 0.0035 0.0014 0.0014 0.0028
     95_301 03:52:41  +00:31:21  11.216  1.290  1.296  0.692  0.620  1.311  47  40  0.0015 0.0015 0.0048 0.0009 0.0007 0.0013
      95_16 03:52:41  -00:05:06  14.313  1.306  1.322  0.796  0.676  1.472   4   2  0.0120 0.0160 0.0310 0.0135 0.0060 0.0090
     95_302 03:52:42  +00:31:18  11.694  0.825  0.447  0.471  0.420  0.891  29  20  0.0020 0.0015 0.0056 0.0013 0.0011 0.0017
      95_96 03:52:54  +00:00:19  10.010  0.147  0.072  0.079  0.095  0.174  70  55  0.0016 0.0012 0.0032 0.0010 0.0011 0.0014
      95_97 03:52:57  -00:00:20  14.818  0.906  0.380  0.522  0.546  1.068   2   1  0.0007 0.0226 0.0212 0.0028 0.0191 0.0212
      95_98 03:53:00  +00:02:52  14.448  1.181  1.092  0.723  0.620  1.342   2   1  0.0007 0.0014 0.0177 0.0092 0.0071 0.0163
     95_100 03:53:01  +00:00:13  15.633  0.791  0.051  0.538  0.421  0.961   3   1  0.0283 0.0785 0.1132 0.0144 0.0572 0.0439
     95_101 03:53:04  +00:02:53  12.677  0.778  0.263  0.436  0.426  0.863   2   1  0.0028 0.0028 0.0099 0.0064 0.0064 0.0120
     95_102 03:53:07  +00:01:09  15.622  1.001  0.162  0.448  0.618  1.065   3   1  0.0335 0.0803 0.0612 0.0115 0.0508 0.0618
     95_252 03:53:11  +00:27:19  15.394  1.452  1.178  0.816  0.747  1.566   6   3  0.0065 0.0257 0.0433 0.0090 0.0086 0.0131
     95_190 03:53:13  +00:16:20  12.627  0.287  0.236  0.195  0.220  0.415  44  22  0.0020 0.0017 0.0039 0.0017 0.0015 0.0021
     95_193 03:53:20  +00:16:31  14.338  1.211  1.239  0.748  0.616  1.366  20  10  0.0049 0.0063 0.0255 0.0042 0.0034 0.0058
     95_105 03:53:21  -00:00:20  13.574  0.976  0.627  0.550  0.536  1.088   1   1  0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     95_107 03:53:25  +00:02:18  16.275  1.324  1.115  0.947  0.962  1.907   2   1  0.0035 0.1068 0.1732 0.0438 0.0226 0.0212
     95_106 03:53:25  +00:01:22  15.137  1.251  0.369  0.394  0.508  0.903   2   1  0.0064 0.0615 0.0240 0.1520 0.0127 0.1407
     95_112 03:53:40  -00:01:13  15.502  0.662  0.077  0.605  0.620  1.227   1   1  0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
      95_41 03:53:41  -00:02:31  14.060  0.903  0.297  0.589  0.585  1.176   1   1  0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     95_317 03:53:44  +00:29:50  13.449  1.320  1.120  0.768  0.708  1.476  24  11  0.0035 0.0067 0.0131 0.0033 0.0012 0.0035
      95_42 03:53:44  -00:04:33  15.606 -0.215 -1.111 -0.119 -0.180 -0.300  41  18  0.0058 0.0073 0.0064 0.0075 0.0269 0.0276
     95_263 03:53:47  +00:26:38  12.679  1.500  1.559  0.801  0.711  1.513  19  10  0.0030 0.0034 0.0094 0.0023 0.0011 0.0028
     95_115 03:53:48  -00:00:48  14.680  0.836  0.096  0.577  0.579  1.157   1   1  0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
      95_43 03:53:49  -00:03:01  10.803  0.510 -0.016  0.308  0.316  0.624  16  10  0.0022 0.0020 0.0027 0.0027 0.0018 0.0035
     95_271 03:54:17  +00:18:49  13.669  1.287  0.916  0.734  0.717  1.453  15   7  0.0057 0.0080 0.0127 0.0023 0.0023 0.0036
     95_328 03:54:19  +00:36:28  13.525  1.532  1.298  0.908  0.868  1.776  23  11  0.0029 0.0054 0.0186 0.0027 0.0015 0.0031
     95_329 03:54:24  +00:37:07  14.617  1.184  1.093  0.766  0.642  1.410  13   6  0.0047 0.0103 0.0311 0.0044 0.0094 0.0089
     95_330 03:54:31  +00:29:05  12.174  1.999  2.233  1.166  1.100  2.268  47  23  0.0025 0.0026 0.0137 0.0020 0.0016 0.0028
     95_275 03:54:44  +00:27:20  13.479  1.763  1.740  1.011  0.931  1.944  40  20  0.0028 0.0054 0.0201 0.0022 0.0016 0.0025
     95_276 03:54:46  +00:25:54  14.118  1.225  1.218  0.748  0.646  1.395  14   7  0.0061 0.0102 0.0216 0.0040 0.0032 0.0051
      95_60 03:54:49  -00:07:05  13.429  0.776  0.197  0.464  0.449  0.914  20  10  0.0031 0.0031 0.0060 0.0029 0.0025 0.0034
     95_218 03:54:50  +00:10:08  12.095  0.708  0.208  0.397  0.370  0.767  20  14  0.0034 0.0022 0.0034 0.0020 0.0020 0.0027
     95_132 03:54:51  +00:05:21  12.064  0.448  0.300  0.259  0.287  0.545  33  27  0.0023 0.0021 0.0057 0.0016 0.0017 0.0026
      95_62 03:55:00  -00:02:55  13.538  1.355  1.181  0.742  0.685  1.428  22  11  0.0030 0.0053 0.0136 0.0019 0.0019 0.0028
     95_137 03:55:04  +00:03:33  14.440  1.457  1.136  0.893  0.845  1.737   1   1  0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     95_139 03:55:05  +00:03:13  12.196  0.923  0.677  0.562  0.476  1.039   3   2  0.0017 0.0046 0.0191 0.0023 0.0017 0.0035
      95_66 03:55:07  -00:09:31  12.892  0.715  0.167  0.426  0.438  0.864   2   1  0.0021 0.0071 0.0035 0.0007 0.0057 0.0049
     95_227 03:55:08  +00:14:35  15.779  0.771  0.034  0.515  0.552  1.067  14   7  0.0118 0.0289 0.0417 0.0115 0.0107 0.0150
     95_142 03:55:09  +00:01:19  12.927  0.588  0.097  0.371  0.375  0.745  22  11  0.0030 0.0030 0.0036 0.0019 0.0017 0.0028
      95_74 03:55:31  -00:09:13  11.531  1.126  0.686  0.600  0.567  1.165  39  34  0.0016 0.0013 0.0035 0.0013 0.0010 0.0013
     95_231 03:55:39  +00:10:43  14.216  0.452  0.297  0.270  0.290  0.560  26  13  0.0043 0.0045 0.0071 0.0045 0.0053 0.0076
     95_284 03:55:42  +00:26:34  13.669  1.398  1.073  0.818  0.766  1.586  20   9  0.0040 0.0078 0.0239 0.0027 0.0036 0.0049
     95_149 03:55:44  +00:07:05  10.938  1.593  1.564  0.874  0.811  1.685  17  11  0.0051 0.0039 0.0095 0.0024 0.0017 0.0029
     95_285 03:55:46  +00:23:40  15.561  0.937  0.703  0.607  0.602  1.210   2   1  0.0071 0.0255 0.0636 0.0071 0.0064 0.0134
     95_236 03:56:13  +00:08:43  11.491  0.736  0.162  0.420  0.411  0.831  35  31  0.0010 0.0014 0.0035 0.0012 0.0008 0.0015
      96_21 04:51:16  -00:14:51  12.182  0.490 -0.004  0.299  0.297  0.598   2   1  0.0028 0.0007 0.0028 0.0057 0.0014 0.0035
      96_36 04:51:43  -00:10:12  10.591  0.247  0.118  0.134  0.136  0.271  34  24  0.0014 0.0012 0.0034 0.0009 0.0009 0.0015
     96_737 04:52:35  +00:22:29  11.716  1.334  1.160  0.733  0.695  1.428  35  26  0.0020 0.0019 0.0052 0.0010 0.0009 0.0014
     96_409 04:52:58  +00:09:04  13.778  0.543  0.042  0.340  0.340  0.682   2   1  0.0106 0.0007 0.0240 0.0085 0.0049 0.0127
      96_83 04:52:59  -00:14:44  11.719  0.179  0.202  0.093  0.097  0.190  37  26  0.0013 0.0010 0.0046 0.0010 0.0013 0.0016
     96_235 04:53:19  -00:05:04  11.140  1.074  0.898  0.559  0.510  1.068  32  22  0.0014 0.0011 0.0028 0.0007 0.0009 0.0009
     G97_42 05:28:01  +09:39:07  12.443  1.639  1.259  1.171  1.485  2.655  23  11  0.0017 0.0035 0.0186 0.0025 0.0031 0.0033
    G102_22 05:42:05  +12:30:14  11.509  1.621  1.134  1.211  1.590  2.800  20  10  0.0013 0.0027 0.0074 0.0034 0.0031 0.0042
      GD_71 05:52:28  +15:53:15  13.032 -0.249 -1.107 -0.137 -0.164 -0.302  86  73  0.0014 0.0013 0.0023 0.0014 0.0021 0.0026
     97_249 05:57:07  +00:01:12  11.733  0.648  0.100  0.369  0.353  0.723  69  62  0.0010 0.0008 0.0014 0.0006 0.0007 0.0010
      97_42 05:57:09  -00:11:13  12.448  1.626  1.208  1.160  1.485  2.641   2   1  0.0057 0.0156 0.0127 0.0071 0.0021 0.0057
     97_345 05:57:26  +00:20:26  11.608  1.655  1.680  0.928  0.844  1.771  23  14  0.0027 0.0040 0.0156 0.0021 0.0015 0.0029
     97_351 05:57:37  +00:13:42   9.781  0.202  0.096  0.124  0.141  0.264 102  83  0.0009 0.0008 0.0020 0.0007 0.0008 0.0010
      97_75 05:57:55  -00:09:29  11.483  1.872  2.100  1.047  0.952  1.999  20  12  0.0038 0.0047 0.0101 0.0029 0.0016 0.0038
     97_284 05:58:25  +00:05:12  10.788  1.363  1.087  0.774  0.725  1.500  77  68  0.0009 0.0010 0.0022 0.0007 0.0006 0.0010
     97_224 05:58:44  -00:05:13  14.085  0.910  0.341  0.553  0.547  1.102   2   1  0.0127 0.0177 0.0049 0.0120 0.0127 0.0000
     98_961 06:51:27  -00:15:37  13.089  1.283  1.003  0.701  0.662  1.362   2   1  0.0021 0.0007 0.0014 0.0021 0.0000 0.0021
     98_966 06:51:29  -00:16:27  14.001  0.469  0.357  0.283  0.331  0.613   2   1  0.0035 0.0014 0.0021 0.0014 0.0191 0.0205
     98_556 06:51:30  -00:24:52  14.137  0.338  0.126  0.196  0.243  0.437   6   3  0.0053 0.0053 0.0131 0.0057 0.0045 0.0090
     98_557 06:51:30  -00:25:07  14.780  1.397  1.072  0.755  0.741  1.494   2   1  0.0007 0.0544 0.0269 0.0092 0.0297 0.0198
     98_562 06:51:31  -00:18:59  12.185  0.522 -0.002  0.305  0.303  0.607   2   1  0.0028 0.0049 0.0035 0.0014 0.0014 0.0000
     98_563 06:51:32  -00:26:26  14.162  0.416 -0.190  0.294  0.317  0.610  10   5  0.0051 0.0085 0.0073 0.0044 0.0079 0.0082
     98_978 06:51:34  -00:11:28  10.572  0.609  0.094  0.349  0.322  0.671  46  38  0.0015 0.0009 0.0016 0.0007 0.0009 0.0012
      98_L1 06:51:39  -00:26:38  15.672  1.243  0.776  0.730  0.712  1.445   3   2  0.0075 0.0462 0.0976 0.0110 0.0254 0.0318
      98_L2 06:51:40  -00:21:11  15.859  1.340  1.497  0.754  0.572  1.327   1   1  0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     98_581 06:51:40  -00:25:43  14.556  0.238  0.161  0.118  0.244  0.361   7   3  0.0246 0.0280 0.0200 0.0193 0.0197 0.0155
     98_580 06:51:40  -00:26:43  14.728  0.367  0.303  0.241  0.305  0.547   4   2  0.0255 0.0185 0.0185 0.0125 0.0460 0.0395
      98_L3 06:51:42  -00:15:18  14.614  1.936  1.837  1.091  1.047  2.142   4   2  0.0145 0.0265 0.1450 0.0090 0.0070 0.0110
      98_L4 06:51:42  -00:16:35  16.332  1.344  1.086  0.936  0.785  1.726   2   2  0.0580 0.0325 0.3429 0.0205 0.0368 0.0580
    98_1002 06:51:43  -00:15:53  14.568  0.574 -0.027  0.354  0.379  0.733   4   2  0.0055 0.0065 0.0110 0.0070 0.0125 0.0130
     98_590 06:51:43  -00:22:21  14.642  1.352  0.853  0.753  0.747  1.500   4   2  0.0110 0.0120 0.0525 0.0050 0.0105 0.0135
     98_614 06:51:49  -00:20:34  15.674  1.063  0.399  0.834  0.645  1.480   2   1  0.0424 0.0474 0.0311 0.0226 0.0368 0.0580
     98_618 06:51:50  -00:21:17  12.723  2.192  2.144  1.254  1.151  2.407  14   7  0.0051 0.0075 0.0307 0.0035 0.0032 0.0045
     98_624 06:51:52  -00:20:16  13.811  0.791  0.394  0.417  0.404  0.822   2   1  0.0141 0.0240 0.0042 0.0014 0.0212 0.0198
     98_626 06:51:53  -00:20:46  14.758  1.406  1.067  0.806  0.816  1.624   2   1  0.0071 0.0028 0.0438 0.0092 0.0205 0.0113
     98_627 06:51:53  -00:22:03  14.900  0.689  0.078  0.428  0.387  0.817   2   1  0.0064 0.0170 0.0085 0.0007 0.0127 0.0127
     98_634 06:51:56  -00:20:57  14.608  0.647  0.123  0.382  0.372  0.757   2   1  0.0042 0.0049 0.0127 0.0113 0.0177 0.0064
     98_642 06:51:59  -00:21:33  15.290  0.571  0.318  0.302  0.393  0.697   2   1  0.0191 0.0453 0.0120 0.0198 0.0021 0.0177
     98_185 06:52:02  -00:27:21  10.536  0.202  0.113  0.109  0.124  0.231  45  37  0.0018 0.0009 0.0033 0.0010 0.0013 0.0018
     98_646 06:52:03  -00:21:18  15.839  1.060  1.426  0.583  0.504  1.090   1   1  0.0000 0.0000 0.0000 0.0000 0.0000 0.0000
     98_193 06:52:04  -00:27:18  10.030  1.180  1.152  0.615  0.537  1.153  44  35  0.0015 0.0008 0.0023 0.0011 0.0008 0.0015
     98_653 06:52:05  -00:18:19   9.539 -0.004 -0.099  0.009  0.008  0.017  65  50  0.0014 0.0004 0.0009 0.0007 0.0007 0.0011
     98_650 06:52:05  -00:19:40  12.271  0.157  0.110  0.080  0.086  0.166  31  20  0.0020 0.0014 0.0041 0.0016 0.0022 0.0027
     98_652 06:52:05  -00:21:58  14.817  0.611  0.126  0.276  0.339  0.618   2   1  0.0113 0.0297 0.0177 0.0453 0.0240 0.0226
     98_666 06:52:10  -00:23:34  12.732  0.164 -0.004  0.091  0.108  0.200  25  14  0.0034 0.0028 0.0042 0.0042 0.0030 0.0048
     98_671 06:52:12  -00:18:22  13.385  0.968  0.719  0.575  0.494  1.071  27  15  0.0037 0.0048 0.0108 0.0033 0.0035 0.0046
     98_670 06:52:12  -00:19:17  11.930  1.356  1.313  0.723  0.653  1.375  32  19  0.0016 0.0018 0.0058 0.0018 0.0012 0.0023
     98_676 06:52:14  -00:19:21  13.068  1.146  0.666  0.683  0.673  1.352  17   8  0.0032 0.0041 0.0107 0.0015 0.0218 0.0032
     98_675 06:52:14  -00:19:41  13.398  1.909  1.936  1.082  1.002  2.085  44  21  0.0026 0.0035 0.0283 0.0018 0.0018 0.0024
      98_L5 06:52:16  -00:19:39  17.800  1.900 -0.100  3.100  2.600  5.800   6   3  0.1633 0.3266 0.4491 0.1225 0.0408 0.1225
     98_682 06:52:17  -00:19:42  13.749  0.632  0.098  0.366  0.352  0.717  13   7  0.0039 0.0039 0.0064 0.0017 0.0025 0.0039
     98_685 06:52:19  -00:20:19  11.954  0.463  0.096  0.290  0.280  0.570  22  14  0.0030 0.0021 0.0028 0.0023 0.0021 0.0034
     98_688 06:52:19  -00:23:34  12.754  0.293  0.245  0.158  0.180  0.337  21  11  0.0033 0.0024 0.0081 0.0037 0.0050 0.0074
    98_1082 06:52:20  -00:14:15  15.010  0.835 -0.001  0.485  0.619  1.102   3   1  0.0058 0.0139 0.0225 0.0029 0.0133 0.0162
    98_1087 06:52:21  -00:15:50  14.439  1.595  1.284  0.928  0.882  1.812  12   5  0.0040 0.0141 0.0592 0.0035 0.0049 0.0072
    98_1102 06:52:28  -00:13:43  12.113  0.314  0.089  0.193  0.195  0.388  15   8  0.0034 0.0026 0.0059 0.0026 0.0036 0.0052
    98_1112 06:52:35  -00:15:23  13.975  0.814  0.286  0.443  0.431  0.874   5   2  0.0067 0.0040 0.0152 0.0054 0.0031 0.0076
    98_1119 06:52:37  -00:14:33  11.878  0.551  0.069  0.312  0.299  0.611   7   4  0.0023 0.0038 0.0042 0.0019 0.0042 0.0045
    98_1124 06:52:38  -00:16:34  13.707  0.315  0.258  0.173  0.201  0.373  24  12  0.0035 0.0043 0.0080 0.0029 0.0051 0.0057
    98_1122 06:52:38  -00:17:05  14.090  0.595 -0.297  0.376  0.442  0.816  25  12  0.0034 0.0060 0.0074 0.0038 0.0028 0.0046
     98_724 06:52:38  -00:19:22  11.118  1.104  0.904  0.575  0.527  1.103  12   7  0.0035 0.0035 0.0052 0.0023 0.0023 0.0038
     98_733 06:52:40  -00:17:16  12.238  1.285  1.087  0.698  0.650  1.347  20  10  0.0034 0.0042 0.0060 0.0029 0.0022 0.0040
